outlet_id,outlet_name,url,outlet_type,community_id,city,state
600,WGEM Channel 10,http://www.wgem.com/,Radio Station,69,"Quincy, IL",IL
602,Quincy Herald Whig,http://www.whig.com/,Newspaper/Magazine,69,"Quincy, IL",IL
252,WQJC LP 107.9,http://wqjcfm.myfreesites.net/,Radio Station,69,"Quincy, IL",IL
631,WTAD 930 AM,http://www.wtad.com/,Radio Station,69,"Quincy, IL",IL
633,WTJR Christian TV Network Channel 32,http://www.wtjr.org/,TV Station,69,"Quincy, IL",IL
60,BYUI Scroll,http://byuiscroll.org/,Newspaper/Magazine,70,"Rexburg, ID",ID
91,K43JD-D Channel 43,http://idahoptv.org/,TV Station,70,"Rexburg, ID",ID
421,K13UF-D Channel 13,http://www.kpvi.com/,TV Station,70,"Rexburg, ID",ID
430,KUPI-FM 99.1 King of Country,http://www.kupi99.com/,Radio Station,70,"Rexburg, ID",ID
449,K22IK-D Channel 22,http://www.localnews8.com/,TV Station,70,"Rexburg, ID",ID
520,Standard Journal,http://www.rexburgstandardjournal.com/,Newspaper/Magazine,70,"Rexburg, ID",ID
370,WMYT-TV Channel 55,http://www.fox46charlotte.com/,TV Station,71,"Rock Hill, SC",SC
628,W232AX 94.3,http://www.wrhi.com/,Radio Station,71,"Rock Hill, SC",SC
652,WYTX-LP 98.5,http://wytx.fm/,Radio Station,71,"Rock Hill, SC",SC
386,The Herald,http://www.heraldonline.com/,Newspaper/Magazine,71,"Rock Hill, SC",SC
382,WGVV-LP 92.5 Groove 92.5,http://www.groove925.com/,Radio Station,72,"Rock Island, IL",IL
439,WKBF 1270 La Jefa 1270,http://www.lajefa1270.com/,Radio Station,72,"Rock Island, IL",IL
172,Royal Oak Patch,http://patch.com/michigan/royaloak,Online Only,73,"Royal Oak, MI",MI
347,DetroitWonk,http://www.detroitwonk.com/,Online Only,73,"Royal Oak, MI",MI
343,Daily Tribune,http://www.dailytribune.com/,Newspaper/Magazine,73,"Royal Oak, MI",MI
432,KSMD 1300,http://www.kwck999.com/,Radio Station,74,"Searcy, AR",AR
530,Searcy Living,http://www.searcyliving.net/,Newspaper/Magazine,74,"Searcy, AR",AR
557,The Daily Citizen,http://www.thedailycitizen.com/,Newspaper/Magazine,74,"Searcy, AR",AR
88,WGON-LP 103.7,http://graceradioofslidell.net/,Radio Station,75,"Slidell, LA",LA
193,Slidell Independent,http://slidell-independent.com/,Newspaper/Magazine,75,"Slidell, LA",LA
205,The Tammany West,http://tammanywest.com/,Newspaper/Magazine,75,"Slidell, LA",LA
257,WSLA 1560 Talk Radio,http://wslaradio.com/,Radio Station,75,"Slidell, LA",LA
446,WGON 89.1 Lifesongs 89.1,http://www.lifesongs.com/,Radio Station,75,"Slidell, LA",LA
635,WUPL Channel 24,http://www.wupltv.com/,TV Station,75,"Slidell, LA",LA
210,WHRZ LP 104.1,http://thez.com/,Radio Station,76,"Spartanburg, SC",SC
259,WSPA TV Channel 7,http://wspa.com/,TV Station,76,"Spartanburg, SC",SC
358,W246 BU 97.1,http://www.espnupstate.com/,Radio Station,76,"Spartanburg, SC",SC
376,Spartanburg Herald,http://www.goupstate.com/,Newspaper/Magazine,76,"Spartanburg, SC",SC
388,W231 BA 94.1,http://www.hot981.com/,Radio Station,76,"Spartanburg, SC",SC
451,WSPA FM 98.9,http://www.magic989.com/,Radio Station,76,"Spartanburg, SC",SC
537,WXPS LP 92.1,http://www.soundoftruthradio.org/,Radio Station,76,"Spartanburg, SC",SC
540,Spartan Weekly News,http://www.spartanweeklyonline.com/,Newspaper/Magazine,76,"Spartanburg, SC",SC
575,Update Shopper,http://www.theupstateshopper.com/,Newspaper/Magazine,76,"Spartanburg, SC",SC
3,WOLI 910,http://activanetwork.com/greenville/,Radio Station,76,"Spartanburg, SC",SC
192,Serve Daily,http://servedaily.com/,Newspaper/Magazine,77,"Springville, UT",UT
153,Orange Peel Gazette,http://opgazetteinc.com/,Newspaper/Magazine,78,"St. Cloud, FL",FL
156,Osceola Woman,http://osceolawoman.com/,Newspaper/Magazine,78,"St. Cloud, FL",FL
438,WIWA 1160 La Estacion Del Pueblo,http://www.laestaciondelpueblo.com/,Radio Station,78,"St. Cloud, FL",FL
527,St. Cloud in the News,http://www.scinthenews.com/,Online Only,78,"St. Cloud, FL",FL
89,Hey Stamford,http://heystamford.com/,Online Only,79,"Stamford, CT",CT
165,Stamford Patch,http://patch.com/connecticut/stamford,Online Only,79,"Stamford, CT",CT
191,Serendipity Magazine,http://serendipitysocial.com/,Newspaper/Magazine,79,"Stamford, CT",CT
196,Stamford Daily Voice,http://stamford.dailyvoice.com/,Online Only,79,"Stamford, CT",CT
197,Stamford Downtown Events,http://stamforddowntownevents.blogspot.com/,Online Only,79,"Stamford, CT",CT
242,WEDW-FM 88.5,http://wnpr.org/,Radio Station,79,"Stamford, CT",CT
256,WSTC 1400,http://wshu.org/,Radio Station,79,"Stamford, CT",CT
355,El Sol,http://www.elsolnews.com/,Newspaper/Magazine,79,"Stamford, CT",CT
541,Stamford Advocate,http://www.stamfordadvocate.com/,Newspaper/Magazine,79,"Stamford, CT",CT
542,Stamford Plus,http://www.stamfordplus.com/,Newspaper/Magazine,79,"Stamford, CT",CT
34,WQCK-FM1 105.9 105.9/106.9 Lion Country's Rock Station,http://1059qwikrock.com/,Radio Station,80,"State College, PA",PA
152,Onward State,http://onwardstate.com/,Online Only,80,"State College, PA",PA
219,Voices of Central Pennsylvania,http://voicesweb.org/,Newspaper/Magazine,80,"State College, PA",PA
235,W42DG-D Channel 42,http://wjactv.com/,TV Station,80,"State College, PA",PA
241,W36BE-D Channel 36,http://wnep.com/,Radio Station,80,"State College, PA",PA
324,Centre Daily Times,http://www.centredaily.com/,Newspaper/Magazine,80,"State College, PA",PA
328,Daily Collegian,http://www.collegian.psu.edu/,Newspaper/Magazine,80,"State College, PA",PA
366,W268BB 101.5 Family Life Network,http://www.fln.org/,Radio Station,80,"State College, PA",PA
371,WFGE 101.1 Froggy 101,http://www.froggy101fm.com/,Radio Station,80,"State College, PA",PA
519,WRYV-FM1 88.7 Central Pennsylvania's RevFM,http://www.revfm.net/,Radio Station,80,"State College, PA",PA
543,StateCollege.com,http://www.statecollege.com/,Online Only,80,"State College, PA",PA
544,State College Magazine,http://www.statecollegemagazine.com/,Newspaper/Magazine,80,"State College, PA",PA
564,WKPS 90.7 The Lion 90.7 FM,http://www.thelion.fm/,Radio Station,80,"State College, PA",PA
18,Valley Magazine,http://www.valleymagazinepsu.com/,Newspaper/Magazine,80,"State College, PA",PA
603,WHVL-LD Channel 27,http://www.whvl.com/,TV Station,80,"State College, PA",PA
629,WRSC 1390 NewsRadio 1390,http://www.wrscfm.com/,Radio Station,80,"State College, PA",PA
35,KSTN 105.9,http://1059thebull.com/,Radio Station,81,"Stockton, CA",CA
69,Central Valley Business Journal,http://cvbj.biz/,Newspaper/Magazine,81,"Stockton, CA",CA
92,KWG 1230,http://ihradio.com/,Radio Station,81,"Stockton, CA",CA
124,Latino Times,http://latinotimes.org/,Newspaper/Magazine,81,"Stockton, CA",CA
181,KWSX 1280,http://powertalk1280.iheart.com/,Radio Station,81,"Stockton, CA",CA
295,KJOY 99.3,http://www.993kjoy.com/,Radio Station,81,"Stockton, CA",CA
320,Caravan News,http://www.caravannews.com/,Online Only,81,"Stockton, CA",CA
362,K287BS 105.3,http://www.familyradio.com/,Radio Station,81,"Stockton, CA",CA
433,KWDC-LP 93.5,http://www.kwdcradio.org/,Radio Station,81,"Stockton, CA",CA
436,KYCC 90.1,http://www.kycc.org/,Radio Station,81,"Stockton, CA",CA
518,The Record,http://www.recordnet.com/,Newspaper/Magazine,81,"Stockton, CA",CA
657,Bilingual Weekly,https://bilingualweekly.wordpress.com/,Newspaper/Magazine,81,"Stockton, CA",CA
176,Strongsville Patch,http://patch.com/ohio/strongsville,Online Only,82,"Strongsville, OH",OH
647,Surprise Today,http://www.yourwestvalley.com/your_town/surprise/,Newspaper/Magazine,83,"Surprise, AZ",AZ
111,KOSY 790 Rejoice Musical Soul Food,http://kosy790am.com/,Radio Station,84,"Texarkana, AR",AR
426,KTEV-LP Channel 19,http://www.ktev-tv.com/,TV Station,84,"Texarkana, AR",AR
427,KTOY 104.7 Jammin' 104,http://www.ktoy1047.com/,Radio Station,84,"Texarkana, AR",AR
106,KKYR-FM 102.5 Kicker 102.5,http://kkyr.com/,Radio Station,NA,"Texarkana, TX",TX
116,KTXK 91.5 Fine Arts Radio,http://ktxk.org/,Radio Station,NA,"Texarkana, TX",TX
215,TXKtoday,http://txktoday.com/,Online Only,NA,"Texarkana, TX",TX
264,K257FY 101.7 Hot FM,http://www.1017hotfm.com/,Radio Station,NA,"Texarkana, TX",TX
294,KTAL-FM 98.1 98 Rocks - Home of Rock 'n' Roll,http://www.98rocks.fm/,Radio Station,NA,"Texarkana, TX",TX
306,KTAL-TV Channel 15,http://www.arklatexhomepage.com/,TV Station,NA,"Texarkana, TX",TX
553,Texarkana Gazette,http://www.texarkanagazette.com/,Newspaper/Magazine,NA,"Texarkana, TX",TX
554,KTFS 740 Talk Radio 740,http://www.texarkanaradio.com/,Radio Station,NA,"Texarkana, TX",TX
654,Thornton's YourHub.com,http://yourhub.denverpost.com/blog/category/adams-county/thornton/,Online Only,85,"Thornton, CO",CO
375,Tracy Press,http://www.goldenstatenewspapers.com/tracy_press/,Newspaper/Magazine,86,"Tracy, CA",CA
413,KKIQ-FM2 101.7 Your Hometown Station,http://www.kkiq.com/,Radio Station,86,"Tracy, CA",CA
579,KMIX 100.9 Radio Tricolor,http://www.tricolor1009.com/,Radio Station,86,"Tracy, CA",CA
203,Fault Lines,http://strikeslip.blogspot.com/,Online Only,87,"Utica, NY",NY
216,Utica Phoenix,http://uticaphoenix.net/,Newspaper/Magazine,87,"Utica, NY",NY
234,WIBX 950,http://wibx950.com/,Radio Station,87,"Utica, NY",NY
326,WFXV Channel 27,http://www.cnyhomepage.com/,TV Station,87,"Utica, NY",NY
